timestamp,a_current,a_voltage,a_act_power,a_aprt_power,a_pf,a_freq,b_current,b_voltage,b_act_power,b_aprt_power,b_pf,b_freq,c_current,c_voltage,c_act_power,c_aprt_power,c_pf,c_freq,n_current,total_current,total_act_power,total_aprt_power,user_calibrated_phase
1743595202,3.326,217.3,546.4,723.9,0.76,50.0,7.319,212.4,1556.6,1557.5,1.0,50.0,2.938,224.3,651.1,659.7,0.99,50.0,,13.583,2754.112,2941.011,[]
1743595262,3.273,213.5,527.6,699.9,0.76,50.0,7.306,212.5,1551.9,1555.2,1.0,50.0,2.94,224.8,653.4,661.5,0.99,50.0,,13.519,2732.932,2916.618,[]
1743595321,3.213,222.9,541.7,717.1,0.75,50.0,7.052,204.1,1438.5,1442.1,1.0,50.0,2.915,222.3,640.0,648.8,0.99,50.0,,13.18,2620.204,2807.995,[]
1743595383,3.277,218.9,541.1,718.3,0.75,50.0,7.176,208.3,1495.7,1497.6,1.0,50.0,2.941,224.7,653.7,661.8,0.99,50.0,,13.394,2690.522,2877.657,[]
1743595441,3.295,215.0,534.4,709.6,0.76,50.0,7.197,209.0,1504.7,1506.4,1.0,50.0,2.953,226.1,660.3,668.4,0.99,50.0,,13.445,2699.472,2884.386,[]
1743595502,3.296,218.2,545.6,720.2,0.76,50.0,4.577,212.8,971.2,975.5,0.99,50.0,2.894,220.0,629.1,637.4,0.99,50.0,,10.766,2145.857,2333.059,[]
1743595562,3.253,213.4,520.3,695.2,0.75,50.0,4.588,215.1,985.0,988.7,1.0,50.0,2.903,220.9,634.0,642.0,0.99,50.0,,10.744,2139.28,2325.825,[]
1743595621,3.267,217.5,538.0,711.6,0.75,50.0,4.613,216.9,998.5,1002.1,1.0,50.0,2.89,219.7,627.3,635.5,0.99,50.0,,10.77,2163.824,2349.226,[]
1743595682,3.245,216.7,529.6,704.1,0.75,50.0,4.61,216.8,998.1,1001.3,1.0,50.0,2.862,216.9,613.9,621.5,0.99,50.0,,10.717,2141.551,2326.919,[]
1743595741,3.259,216.1,530.5,705.3,0.75,50.0,4.606,216.3,995.0,997.8,1.0,50.0,2.895,220.0,630.1,637.6,0.99,50.0,,10.76,2155.547,2340.781,[]
1743595801,3.312,216.2,545.8,717.1,0.75,50.0,4.597,216.0,991.5,994.8,1.0,50.0,2.898,220.5,631.4,639.5,0.99,50.0,,10.807,2168.702,2351.48,[]
1743595862,3.264,219.5,535.7,717.6,0.75,50.0,4.589,215.6,987.4,991.0,1.0,50.0,2.884,219.1,624.5,632.8,0.99,50.0,,10.737,2147.624,2341.302,[]
1743595921,3.3,220.7,547.0,729.5,0.75,50.0,4.58,215.1,983.0,986.7,1.0,50.0,2.889,219.5,626.8,634.8,0.99,50.0,,10.769,2156.809,2351.009,[]
