timestamp,a_current,a_voltage,a_act_power,a_aprt_power,a_pf,a_freq,b_current,b_voltage,b_act_power,b_aprt_power,b_pf,b_freq,c_current,c_voltage,c_act_power,c_aprt_power,c_pf,c_freq,n_current,total_current,total_act_power,total_aprt_power,user_calibrated_phase
1743606002,3.096,219.4,503.2,680.3,0.74,50.0,4.695,221.9,1039.8,1043.5,1.0,50.0,3.133,219.8,675.8,689.5,0.98,50.0,,10.924,2218.733,2413.286,[]
1743606062,3.099,220.3,504.5,683.8,0.74,50.0,4.701,222.4,1043.8,1047.1,1.0,50.0,3.145,221.1,682.6,695.9,0.98,50.0,,10.944,2230.997,2426.828,[]
1743606121,3.056,221.0,496.8,676.4,0.74,50.1,4.671,220.5,1027.1,1031.9,1.0,50.1,3.143,221.2,683.4,695.9,0.98,50.1,,10.87,2207.277,2404.168,[]
1743606182,3.163,214.4,506.2,679.0,0.74,50.1,4.726,222.9,1051.4,1055.4,0.99,50.1,3.152,222.6,689.3,702.3,0.98,50.1,,11.041,2246.86,2436.653,[]
1743606241,3.108,220.0,506.5,684.8,0.74,50.0,4.702,220.7,1039.8,1039.8,1.0,50.1,3.144,221.7,683.4,697.7,0.98,50.1,,10.954,2229.684,2422.32,[]
1743606302,3.068,219.4,496.8,674.2,0.74,50.0,4.689,220.9,1033.3,1037.7,0.99,50.0,3.162,223.9,695.5,708.7,0.98,50.1,,10.919,2225.596,2420.57,[]
1743606362,3.225,218.8,526.0,706.7,0.75,50.0,4.782,221.6,1054.2,1061.6,1.0,50.0,3.128,219.9,675.0,688.7,0.98,50.0,,11.136,2255.154,2457.008,[]
1743606421,3.263,217.6,533.5,711.0,0.75,50.0,4.723,223.3,1052.8,1056.6,1.0,50.0,3.138,220.8,679.9,693.7,0.98,50.0,,11.125,2266.206,2461.264,[]
1743606482,3.481,217.2,573.0,757.3,0.76,50.0,4.719,223.8,1054.5,1057.9,1.0,50.0,3.136,220.7,679.2,692.8,0.98,50.0,,11.336,2306.732,2507.98,[]
1743606541,3.504,216.9,576.8,761.2,0.76,50.0,4.742,224.8,1064.5,1067.8,1.0,50.0,3.134,220.7,679.3,692.5,0.98,50.0,,11.38,2320.56,2521.405,[]
1743606602,3.544,218.6,589.5,775.9,0.76,50.0,4.701,222.4,1044.1,1047.4,1.0,50.0,3.137,221.2,682.0,694.8,0.98,50.0,,11.383,2315.614,2518.125,[]
1743606662,3.452,217.7,568.7,752.7,0.76,50.0,4.717,223.4,1051.2,1055.5,1.0,50.0,3.096,217.4,661.0,673.7,0.98,50.0,,11.265,2280.875,2481.956,[]
1743606721,3.542,218.7,591.9,775.8,0.76,50.0,4.655,219.4,1018.9,1023.1,1.0,50.0,3.114,218.7,669.2,681.8,0.98,50.0,,11.311,2280.034,2480.677,[]
1743606782,3.523,217.3,581.1,766.7,0.76,50.0,4.697,222.1,1040.0,1044.9,1.0,50.0,3.137,221.4,683.0,695.3,0.98,50.0,,11.357,2304.006,2506.954,[]
1743606841,3.393,219.8,563.6,746.9,0.76,50.0,4.652,219.5,1018.9,1023.0,1.0,50.0,3.143,221.9,685.5,698.3,0.98,50.0,,11.187,2267.956,2468.195,[]
1743606901,3.402,218.4,565.2,743.8,0.76,50.0,4.72,223.4,1052.8,1056.6,1.0,50.0,3.144,222.1,686.4,699.2,0.98,50.0,,11.266,2304.292,2499.704,[]
1743606962,3.336,220.1,550.0,735.4,0.75,50.0,4.665,220.2,1024.9,1029.0,1.0,50.0,3.14,221.7,683.9,696.8,0.98,50.0,,11.141,2258.771,2461.214,[]
1743607021,3.385,216.5,554.4,733.9,0.75,50.0,4.747,225.0,1066.1,1070.0,1.0,50.0,3.134,221.0,680.9,693.5,0.98,50.0,,11.266,2301.382,2497.349,[]
1743607082,3.409,219.8,567.6,750.5,0.75,50.0,4.594,215.7,988.6,992.8,1.0,50.0,3.15,223.0,690.7,703.1,0.98,50.0,,11.153,2246.911,2446.376,[]
1743607141,3.368,216.1,551.2,728.8,0.75,50.0,4.611,216.6,996.0,1000.3,1.0,50.0,3.171,225.3,703.2,715.3,0.98,50.0,,11.15,2250.359,2444.391,[]
1743607201,3.343,220.1,554.8,736.9,0.75,50.0,4.544,213.0,965.8,969.6,1.0,50.0,3.174,225.3,703.2,715.8,0.98,50.0,,11.06,2223.847,2422.269,[]
1743607262,3.402,218.1,566.8,742.9,0.76,49.9,3.056,219.2,664.5,670.8,0.99,49.9,3.178,225.8,705.5,718.3,0.98,49.9,,9.635,1936.87,2132.012,[]
1743607321,3.31,219.4,545.0,727.3,0.75,49.9,3.02,215.2,644.7,651.1,0.99,49.9,3.178,225.7,705.4,718.1,0.98,49.9,,9.508,1895.1,2096.449,[]
1743607382,3.42,215.4,562.7,737.8,0.76,49.9,3.051,219.3,664.4,670.2,0.99,49.9,3.179,225.8,706.1,718.9,0.98,49.9,,9.65,1933.253,2126.848,[]
1743607442,3.33,219.1,553.9,730.7,0.75,49.9,3.034,216.8,654.0,659.0,0.99,49.9,3.175,225.5,703.5,716.6,0.98,49.9,,9.54,1911.401,2106.307,[]
1743607501,3.366,215.3,551.3,725.4,0.76,49.9,3.04,218.1,657.9,664.2,0.99,49.9,3.192,227.3,713.6,726.3,0.98,49.9,,9.598,1922.806,2115.963,[]
1743607562,3.347,217.7,553.3,729.6,0.76,49.9,3.047,218.6,661.0,667.3,0.99,49.9,3.172,225.2,702.6,715.2,0.98,49.9,,9.566,1916.986,2112.077,[]
1743607621,3.381,218.1,561.3,738.4,0.76,49.9,3.155,221.1,690.8,698.8,0.99,49.9,3.144,222.0,686.2,698.9,0.98,49.9,,9.681,1938.266,2136.1,[]
1743607681,3.324,216.6,549.1,720.6,0.76,50.0,3.074,221.3,674.3,681.6,0.99,50.0,3.181,225.9,707.8,719.4,0.98,50.0,,9.579,1931.235,2121.565,[]
1743607741,3.288,221.2,549.1,728.4,0.75,50.0,3.156,220.2,685.4,696.1,0.99,50.0,3.165,224.0,697.5,709.7,0.98,50.0,,9.609,1931.958,2134.149,[]
1743607802,3.277,221.9,547.5,728.3,0.75,50.0,3.063,220.1,669.4,675.4,0.99,50.0,3.17,224.4,699.8,712.2,0.98,50.0,,9.51,1916.633,2115.812,[]
