timestamp,a_current,a_voltage,a_act_power,a_aprt_power,a_pf,a_freq,b_current,b_voltage,b_act_power,b_aprt_power,b_pf,b_freq,c_current,c_voltage,c_act_power,c_aprt_power,c_pf,c_freq,n_current,total_current,total_act_power,total_aprt_power,user_calibrated_phase
1743602402,3.235,225.5,546.3,730.5,0.75,50.0,4.629,217.7,1005.7,1009.5,1.0,50.0,2.926,222.3,642.6,651.2,0.99,50.0,,10.791,2194.609,2391.164,[]
1743602461,3.314,224.1,563.2,743.8,0.76,50.0,4.624,217.8,1005.3,1008.8,1.0,50.0,2.935,223.2,647.6,655.8,0.99,50.0,,10.873,2216.092,2408.391,[]
1743602521,3.302,225.2,564.5,744.5,0.75,50.0,4.576,214.3,978.9,982.4,1.0,50.0,2.938,223.3,648.5,656.8,0.99,50.0,,10.816,2191.85,2383.712,[]
1743602582,3.266,224.1,555.9,732.8,0.76,50.0,4.592,215.3,985.6,990.4,1.0,50.0,2.931,222.7,645.6,653.5,0.99,50.0,,10.789,2187.073,2376.73,[]
1743602641,3.329,223.3,564.9,744.5,0.76,50.0,4.638,218.6,1011.6,1015.4,1.0,50.0,2.922,221.7,640.0,648.5,0.99,50.0,,10.889,2216.546,2408.374,[]
1743602701,3.313,223.8,561.5,742.5,0.76,50.0,4.659,219.7,1021.5,1025.3,1.0,50.0,2.927,222.3,643.2,651.5,0.99,50.0,,10.899,2226.118,2419.393,[]
1743602762,3.245,225.1,551.1,731.4,0.75,50.0,4.657,218.8,1016.7,1020.5,1.0,50.0,2.923,222.1,641.5,650.0,0.99,50.0,,10.824,2209.379,2401.864,[]
1743602821,3.314,224.0,561.3,743.3,0.75,50.0,4.644,218.3,1012.3,1015.7,1.0,50.0,2.92,221.7,639.6,647.9,0.99,50.0,,10.878,2213.147,2406.961,[]
1743602882,3.335,223.0,562.2,744.7,0.76,50.0,4.652,219.1,1017.3,1021.0,1.0,50.0,3.058,222.4,669.9,680.9,0.98,50.0,,11.045,2249.484,2446.679,[]
1743603001,3.416,224.2,580.6,766.8,0.76,50.0,4.644,218.8,1014.4,1017.7,1.0,50.0,3.053,222.3,669.0,679.3,0.99,50.0,,11.112,2263.952,2463.872,[]
1743603062,3.405,225.3,579.5,768.4,0.76,50.0,4.62,217.7,1003.8,1007.4,1.0,50.0,3.055,222.2,668.4,679.4,0.98,50.0,,11.08,2251.621,2455.191,[]
1743603121,3.389,223.9,573.1,759.8,0.75,50.0,4.554,213.5,970.3,974.1,0.99,50.0,2.941,223.2,647.8,657.3,0.99,50.0,,10.884,2191.211,2391.249,[]
1743603182,3.458,223.7,588.3,774.7,0.76,50.0,4.543,213.0,965.3,969.5,1.0,50.0,2.953,224.5,654.5,663.7,0.99,50.0,,10.954,2208.202,2407.903,[]
1743603241,3.388,227.9,581.3,773.2,0.75,50.0,4.54,212.6,963.2,967.1,1.0,50.0,2.941,223.4,648.7,657.5,0.99,50.0,,10.868,2193.146,2397.792,[]
1743603301,3.387,227.4,581.3,771.4,0.75,50.0,4.514,211.4,952.2,955.7,1.0,50.0,2.945,223.6,650.3,659.3,0.99,50.0,,10.846,2183.826,2386.437,[]
