timestamp,a_current,a_voltage,a_act_power,a_aprt_power,a_pf,a_freq,b_current,b_voltage,b_act_power,b_aprt_power,b_pf,b_freq,c_current,c_voltage,c_act_power,c_aprt_power,c_pf,c_freq,n_current,total_current,total_act_power,total_aprt_power,user_calibrated_phase
1743610322,3.554,219.6,612.1,781.6,0.78,49.9,4.636,218.1,1009.3,1013.1,1.0,49.9,3.091,216.2,656.5,669.1,0.98,49.9,,11.281,2277.931,2463.737,[]
1743610381,3.552,224.0,628.5,796.9,0.78,49.9,4.571,214.5,978.4,982.5,1.0,49.9,3.085,215.7,654.3,666.0,0.98,49.9,,11.209,2261.21,2445.417,[]
1743610442,3.51,224.1,611.7,787.4,0.78,50.0,4.592,215.5,987.7,991.3,1.0,50.0,3.09,216.3,656.3,669.0,0.98,50.0,,11.191,2255.709,2447.756,[]
1743610501,3.517,225.1,618.2,792.5,0.78,50.0,2.998,213.2,634.0,640.1,0.99,50.0,3.088,215.8,654.7,666.9,0.98,50.0,,9.602,1906.909,2099.595,[]
1743610561,3.482,223.1,604.1,778.1,0.78,50.0,3.035,217.7,656.7,662.0,0.99,50.0,3.086,215.6,653.4,666.0,0.98,50.0,,9.604,1914.244,2106.173,[]
1743610622,3.504,223.0,608.8,782.3,0.78,50.0,2.999,213.8,636.5,642.3,0.99,50.0,3.094,216.6,658.3,670.8,0.98,50.0,,9.597,1903.595,2095.339,[]
1743610682,3.518,221.6,607.7,780.9,0.78,50.0,3.022,216.8,650.6,656.4,0.99,50.0,3.086,215.8,655.1,666.9,0.98,50.0,,9.626,1913.386,2104.12,[]
1743610742,3.573,221.4,620.0,791.9,0.79,50.0,3.025,217.1,652.6,657.9,0.99,50.0,3.088,216.0,655.3,667.8,0.98,50.0,,9.686,1927.954,2117.663,[]
1743610802,3.469,221.6,597.5,769.7,0.78,50.0,3.061,220.6,670.7,676.5,0.99,50.0,3.083,215.3,652.2,664.7,0.98,50.0,,9.613,1920.468,2110.917,[]
1743610861,3.454,222.0,596.9,767.5,0.77,50.0,3.06,220.2,669.0,674.9,0.99,50.0,3.079,214.8,648.9,661.9,0.98,50.0,,9.593,1914.816,2104.406,[]
1743610922,3.491,220.6,600.3,771.0,0.78,50.0,3.067,220.8,672.1,678.4,0.99,50.0,3.078,214.7,648.6,661.6,0.98,50.0,,9.636,1920.99,2111.018,[]
1743610982,3.52,221.4,606.9,780.3,0.78,50.0,3.064,220.9,671.6,677.8,0.99,50.0,3.077,214.8,649.5,661.7,0.98,50.0,,9.661,1928.005,2119.816,[]
1743611041,3.397,221.8,580.2,754.6,0.77,50.0,3.087,222.0,680.2,686.5,0.99,50.0,3.056,212.6,637.4,650.5,0.98,50.0,,9.539,1897.825,2091.571,[]
1743611101,3.412,218.1,570.7,745.3,0.77,50.0,3.098,223.2,685.7,692.8,0.99,49.9,3.033,209.8,624.6,637.1,0.98,50.0,,9.543,1880.969,2075.169,[]
1743611162,3.308,216.7,528.3,718.5,0.76,50.0,3.094,222.4,688.6,689.3,0.99,50.0,3.057,211.9,638.0,648.4,0.98,50.0,,9.46,1854.961,2056.243,[]
1743611221,3.387,218.0,561.2,739.4,0.76,49.9,3.044,217.6,657.1,663.7,0.99,49.9,3.095,216.7,659.3,671.5,0.98,49.9,,9.527,1877.52,2074.563,[]
1743611282,3.503,214.4,576.5,752.2,0.76,49.9,3.056,218.9,663.2,670.1,0.99,50.0,3.085,215.6,654.0,665.8,0.98,50.0,,9.644,1893.787,2088.156,[]
1743611342,3.462,217.7,574.8,754.6,0.76,50.0,3.037,216.4,651.5,658.4,0.99,50.0,3.098,217.0,660.7,673.0,0.98,50.0,,9.597,1886.974,2086.103,[]
1743611401,3.424,217.7,568.3,746.5,0.76,50.0,3.024,215.6,646.8,653.2,0.99,50.0,3.104,217.6,663.4,676.2,0.98,50.0,,9.552,1878.613,2075.892,[]
1743611462,3.421,218.4,564.7,748.2,0.76,50.0,3.098,215.9,667.9,669.9,0.99,50.0,3.102,217.6,663.0,675.8,0.98,50.0,,9.621,1895.571,2093.842,[]
1743611521,3.431,217.4,568.6,747.1,0.76,50.0,3.055,219.2,664.9,670.6,0.99,50.0,3.102,217.5,662.6,675.4,0.98,50.0,,9.587,1896.176,2093.034,[]
1743611581,3.371,222.1,565.6,749.5,0.75,50.0,3.096,223.1,685.8,692.0,0.99,50.0,3.044,211.1,631.8,643.3,0.98,50.0,,9.511,1883.24,2084.842,[]
1743611641,3.389,222.2,569.7,754.0,0.75,50.0,3.087,223.1,684.3,689.7,0.99,50.0,3.042,210.6,628.0,641.2,0.98,50.0,,9.517,1881.978,2084.875,[]
1743611702,3.319,222.9,557.3,740.8,0.75,50.0,3.078,222.5,680.4,686.1,0.99,50.0,3.039,210.1,626.4,639.1,0.98,50.0,,9.436,1864.146,2065.933,[]
1743611761,3.337,223.3,560.6,746.1,0.75,50.0,3.083,222.5,680.8,687.2,0.99,50.0,3.037,210.0,626.3,638.5,0.98,50.0,,9.457,1867.696,2071.804,[]
1743611822,3.342,222.4,560.5,744.5,0.75,50.0,4.689,221.5,1037.0,1040.4,1.0,50.0,3.043,210.8,629.0,642.3,0.98,50.0,,11.074,2226.572,2427.131,[]
1743611883,3.304,223.1,555.3,738.1,0.75,50.0,4.695,222.1,1041.4,1044.6,1.0,50.0,3.015,207.5,612.5,626.2,0.98,50.0,,11.014,2209.245,2408.979,[]
1743611941,3.325,221.1,558.7,736.2,0.76,50.0,4.674,220.1,1025.5,1030.5,1.0,50.0,3.072,214.3,647.4,659.2,0.98,50.0,,11.072,2231.602,2425.819,[]
1743612002,3.31,221.3,553.6,733.3,0.76,49.9,4.684,220.3,1030.0,1033.8,1.0,49.9,3.072,214.1,645.3,658.4,0.98,49.9,,11.066,2228.894,2425.566,[]
1743612062,3.319,221.3,556.8,735.6,0.76,49.9,4.659,219.2,1019.2,1023.3,0.99,49.9,3.073,214.1,645.7,658.8,0.98,49.9,,11.052,2221.71,2417.694,[]
1743612121,3.355,218.2,555.3,733.2,0.76,49.9,4.664,219.8,1023.7,1027.0,1.0,49.9,3.089,215.9,654.7,667.6,0.98,49.9,,11.108,2233.654,2427.787,[]
1743612182,3.359,219.5,561.8,738.1,0.76,49.9,4.571,214.2,976.4,980.8,1.0,49.9,3.597,216.6,748.2,780.0,0.96,49.9,,11.527,2286.393,2498.913,[]
1743612241,3.282,223.7,553.0,735.2,0.75,49.9,4.583,213.2,976.1,978.8,1.0,49.9,3.578,214.8,736.9,769.2,0.96,49.9,,11.442,2266.038,2483.201,[]
1743612302,3.321,223.4,563.5,742.8,0.75,49.9,4.559,213.8,972.5,976.6,1.0,49.9,3.567,214.2,733.3,765.0,0.96,50.0,,11.447,2269.302,2484.361,[]
1743612362,3.273,224.4,552.2,735.5,0.75,50.0,4.575,215.2,983.1,986.3,1.0,50.0,3.319,214.2,690.6,711.7,0.97,50.0,,11.167,2225.798,2433.524,[]
1743612421,3.292,222.9,554.7,734.7,0.75,50.0,4.587,215.4,985.9,989.9,1.0,50.0,3.323,214.4,693.2,713.3,0.97,50.0,,11.202,2233.772,2437.915,[]
1743612482,3.29,222.0,548.3,731.5,0.75,50.0,4.667,219.9,1024.0,1028.1,1.0,50.0,3.283,209.8,669.5,689.5,0.97,50.0,,11.24,2241.897,2449.068,[]
1743612541,3.299,217.4,539.6,718.2,0.76,50.0,4.679,221.0,1032.3,1036.0,1.0,50.0,3.294,210.7,674.1,694.8,0.97,50.0,,11.272,2245.918,2448.95,[]
1743612602,3.5,218.1,585.0,764.5,0.77,50.0,4.625,218.5,1003.5,1012.2,0.99,50.0,3.253,211.7,670.1,689.6,0.97,50.0,,11.378,2258.619,2466.26,[]
1743612661,3.364,221.1,566.4,744.7,0.76,50.0,4.739,224.2,1061.7,1064.2,1.0,50.0,3.065,201.7,602.8,618.7,0.98,50.0,,11.168,2230.979,2427.652,[]
1743612722,11.258,209.9,2318.2,2366.8,0.98,49.9,4.615,218.1,1005.0,1008.4,1.0,50.0,3.322,214.6,693.8,713.6,0.97,50.0,,19.195,4017.001,4088.834,[]
1743612782,11.271,209.1,2310.8,2359.9,0.98,50.0,4.72,223.9,1054.4,1058.5,1.0,50.0,3.186,211.1,656.7,673.2,0.98,50.0,,19.177,4021.93,4091.677,[]
1743612841,11.291,208.9,2316.0,2362.0,0.98,50.0,4.633,219.2,1013.8,1017.3,0.99,50.0,3.326,215.5,697.8,717.8,0.97,50.0,,19.25,4027.6,4097.026,[]
1743612902,11.107,198.6,2166.2,2209.3,0.98,49.9,4.683,222.2,1038.8,1042.3,0.99,49.9,3.515,221.8,755.6,780.5,0.97,49.9,,19.306,3960.595,4032.108,[]
1743612962,11.154,199.9,2185.7,2232.9,0.98,50.0,4.658,216.8,1001.5,1011.7,0.99,50.0,3.521,222.9,761.0,785.7,0.97,50.0,,19.333,3948.18,4030.241,[]
1743613021,11.139,198.5,2169.4,2214.1,0.98,50.0,4.735,221.3,1049.4,1049.4,1.0,50.0,3.517,222.5,759.2,783.4,0.97,50.0,,19.391,3977.956,4046.845,[]
1743613082,3.405,217.7,569.8,742.3,0.76,50.0,4.7,217.0,1017.6,1021.7,1.0,50.0,3.337,210.0,678.6,701.6,0.97,50.0,,11.442,2266.122,2465.638,[]
1743613141,3.445,208.0,553.7,717.4,0.77,50.0,4.673,220.3,1027.6,1031.3,1.0,50.0,3.348,212.4,689.9,711.8,0.97,50.0,,11.465,2271.303,2460.591,[]
